Brand,Processor,RAM (GB),Storage,GPU,Screen Size (inch),Resolution,Battery Life (hours),Weight (kg),Operating System,Price ($)
Asus,AMD Ryzen 9,32,2TB SSD,Nvidia RTX 2060,14.0,3840x2160,5.7,2.29,FreeDOS,4438.3
HP,Intel i5,64,1TB HDD,Nvidia GTX 1650,16.0,1366x768,6.4,2.43,Linux,1796.53
MSI,AMD Ryzen 5,16,1TB SSD,AMD Radeon RX 6600,16.0,2560x1440,8.6,3.16,FreeDOS,2005.94
MSI,AMD Ryzen 3,4,2TB SSD,Nvidia RTX 2060,14.0,1366x768,7.9,2.7,Windows,766.0
Acer,AMD Ryzen 3,32,1TB SSD,Nvidia RTX 3080,15.6,2560x1440,8.0,1.66,macOS,1753.39
Apple,AMD Ryzen 9,64,1TB HDD,Nvidia RTX 2060,13.3,1920x1080,5.5,2.35,macOS,4881.65
Asus,Intel i3,16,512GB SSD,Nvidia RTX 3080,13.3,1920x1080,6.3,2.54,macOS,1050.16
Dell,Intel i5,4,512GB SSD,Nvidia RTX 2060,17.3,1366x768,11.4,2.88,Linux,993.34
Microsoft,Intel i5,32,2TB SSD,Nvidia GTX 1650,15.6,2560x1440,10.9,2.71,Windows,2267.36
Razer,AMD Ryzen 5,64,2TB SSD,Nvidia RTX 3080,15.6,2560x1440,5.8,1.72,FreeDOS,4537.37
Apple,AMD Ryzen 5,8,2TB SSD,AMD Radeon RX 6600,14.0,1920x1080,10.5,2.29,Windows,1559.2
Samsung,Intel i9,4,1TB SSD,AMD Radeon RX 6800,13.3,1920x1080,8.5,2.79,macOS,1555.96
HP,AMD Ryzen 3,4,256GB SSD,Integrated,17.3,3840x2160,11.7,2.18,Windows,844.17
Lenovo,AMD Ryzen 5,64,1TB SSD,Nvidia GTX 1650,15.6,1366x768,11.4,2.42,Windows,2289.07
Asus,AMD Ryzen 3,8,1TB HDD,AMD Radeon RX 6800,16.0,3840x2160,7.4,2.4,Linux,1158.44
Razer,AMD Ryzen 5,8,256GB SSD,Integrated,14.0,2560x1440,4.9,2.61,FreeDOS,1168.78
HP,Intel i3,8,2TB SSD,AMD Radeon RX 6800,15.6,1920x1080,8.2,3.1,Windows,1013.26
Acer,Intel i9,64,512GB SSD,AMD Radeon RX 6800,13.3,1366x768,10.9,2.31,Linux,3173.97
Microsoft,Intel i7,8,256GB SSD,Nvidia RTX 2060,14.0,1920x1080,4.7,2.9,Linux,1242.44
Dell,Intel i3,4,512GB SSD,Integrated,13.3,1366x768,9.9,2.46,Linux,462.19
HP,AMD Ryzen 7,4,2TB SSD,Nvidia GTX 1650,15.6,1920x1080,9.7,1.9,FreeDOS,1310.03
Razer,Intel i5,8,256GB SSD,AMD Radeon RX 6800,14.0,2560x1440,10.9,1.76,FreeDOS,1871.16
Apple,Intel i9,4,512GB SSD,AMD Radeon RX 6600,15.6,1920x1080,9.4,1.22,FreeDOS,2321.56
Razer,Intel i3,4,2TB SSD,AMD Radeon RX 6600,16.0,1366x768,11.4,1.85,FreeDOS,962.71
Razer,AMD Ryzen 9,16,1TB SSD,Integrated,15.6,1366x768,8.0,2.85,macOS,1644.99
Acer,AMD Ryzen 7,32,512GB SSD,AMD Radeon RX 6600,17.3,3840x2160,10.2,3.18,Windows,3652.54
Razer,Intel i9,4,1TB HDD,Integrated,16.0,3840x2160,4.0,1.85,Linux,2201.01
MSI,Intel i5,8,2TB SSD,Nvidia RTX 3060,17.3,3840x2160,4.7,2.55,FreeDOS,2241.65
Samsung,AMD Ryzen 9,4,256GB SSD,Integrated,15.6,1920x1080,9.1,1.7,Linux,1128.94
Microsoft,Intel i7,8,256GB SSD,Nvidia GTX 1650,13.3,2560x1440,9.6,3.46,FreeDOS,1570.34
Dell,Intel i9,32,512GB SSD,Nvidia RTX 3080,17.3,2560x1440,6.7,2.11,macOS,3749.83
Lenovo,Intel i9,8,1TB SSD,AMD Radeon RX 6800,13.3,2560x1440,5.6,3.34,Windows,2053.53
Asus,Intel i3,4,1TB SSD,Nvidia RTX 3060,15.6,3840x2160,10.6,3.35,FreeDOS,1470.46
MSI,Intel i7,64,1TB SSD,AMD Radeon RX 6600,14.0,1366x768,5.4,1.55,Windows,3324.94
Dell,AMD Ryzen 7,32,1TB HDD,Nvidia RTX 3060,15.6,3840x2160,9.5,2.97,FreeDOS,2888.7
Microsoft,Intel i9,8,1TB HDD,Nvidia RTX 2060,14.0,2560x1440,7.0,1.95,Linux,1819.05
Acer,Intel i9,32,2TB SSD,Nvidia RTX 3060,17.3,2560x1440,4.1,2.11,Windows,3720.54
Lenovo,Intel i3,8,2TB SSD,Integrated,16.0,2560x1440,8.8,2.29,Windows,918.37
HP,AMD Ryzen 9,4,2TB SSD,Nvidia RTX 3060,15.6,3840x2160,5.3,2.12,Windows,2666.32
Lenovo,Intel i5,4,256GB SSD,Nvidia RTX 2060,16.0,3840x2160,9.3,2.97,Windows,1770.05
Microsoft,AMD Ryzen 5,8,1TB HDD,Integrated,17.3,3840x2160,5.3,3.02,Windows,1055.32
Asus,Intel i3,8,1TB SSD,Nvidia RTX 2060,17.3,1920x1080,11.6,2.28,Linux,952.21
Acer,AMD Ryzen 3,64,1TB HDD,Integrated,16.0,1920x1080,9.5,3.03,Windows,1318.29
HP,Intel i5,64,256GB SSD,Nvidia RTX 3060,16.0,1920x1080,9.3,1.53,Windows,2480.7
MSI,AMD Ryzen 9,32,2TB SSD,AMD Radeon RX 6800,15.6,2560x1440,10.1,3.02,Windows,4749.67
Asus,AMD Ryzen 3,8,256GB SSD,Integrated,13.3,1920x1080,9.0,2.44,FreeDOS,441.13
MSI,Intel i7,4,256GB SSD,Integrated,14.0,1920x1080,9.8,2.8,Linux,896.36
Samsung,AMD Ryzen 5,64,256GB SSD,AMD Radeon RX 6600,13.3,1920x1080,8.7,1.3,Linux,2356.72
Razer,AMD Ryzen 7,32,256GB SSD,AMD Radeon RX 6800,13.3,1920x1080,7.0,1.42,FreeDOS,2701.79
Samsung,AMD Ryzen 7,32,256GB SSD,Nvidia RTX 2060,17.3,3840x2160,4.3,1.56,macOS,3690.36
MSI,Intel i3,8,512GB SSD,AMD Radeon RX 6600,13.3,1366x768,9.4,1.3,Linux,988.44
Acer,AMD Ryzen 3,32,2TB SSD,Nvidia RTX 2060,14.0,2560x1440,9.7,3.31,FreeDOS,1775.71
MSI,AMD Ryzen 7,64,512GB SSD,Nvidia GTX 1650,17.3,1366x768,5.4,1.21,FreeDOS,3606.76
Apple,AMD Ryzen 3,4,2TB SSD,Nvidia RTX 3080,16.0,2560x1440,10.2,2.05,Linux,1565.76
Dell,AMD Ryzen 9,32,2TB SSD,AMD Radeon RX 6800,13.3,1920x1080,7.2,3.32,FreeDOS,2770.48
Razer,Intel i5,64,1TB HDD,Nvidia RTX 3080,17.3,1920x1080,6.5,2.72,FreeDOS,2926.61
Samsung,Intel i9,64,256GB SSD,AMD Radeon RX 6800,14.0,1366x768,7.5,2.64,macOS,3220.11
Microsoft,Intel i5,64,512GB SSD,Nvidia GTX 1650,13.3,3840x2160,5.3,1.36,macOS,3934.61
Asus,AMD Ryzen 7,8,256GB SSD,Nvidia RTX 2060,15.6,1920x1080,6.9,2.66,FreeDOS,1324.79
HP,AMD Ryzen 5,4,512GB SSD,Nvidia RTX 3080,13.3,1920x1080,11.0,3.32,Windows,824.64
Asus,Intel i3,4,512GB SSD,Nvidia RTX 3080,16.0,3840x2160,5.3,1.98,Windows,1336.78
Acer,AMD Ryzen 7,64,1TB SSD,Integrated,17.3,3840x2160,5.5,2.63,Windows,3556.86
Lenovo,Intel i5,8,2TB SSD,Integrated,15.6,3840x2160,8.7,1.75,FreeDOS,1122.13
MSI,AMD Ryzen 7,16,2TB SSD,Nvidia GTX 1650,15.6,1366x768,7.4,2.68,FreeDOS,1739.98
Asus,AMD Ryzen 3,32,1TB HDD,Nvidia RTX 3060,16.0,1920x1080,8.2,2.2,FreeDOS,1131.2
MSI,Intel i3,8,1TB HDD,Integrated,16.0,1920x1080,6.8,1.78,FreeDOS,737.71
HP,AMD Ryzen 9,32,1TB HDD,Nvidia RTX 2060,15.6,2560x1440,4.8,1.62,Linux,2914.45
HP,Intel i5,8,1TB SSD,Nvidia GTX 1650,17.3,3840x2160,11.2,1.53,Windows,1797.25
MSI,AMD Ryzen 7,32,512GB SSD,AMD Radeon RX 6600,15.6,2560x1440,10.3,1.3,Windows,3421.31
Apple,Intel i7,8,512GB SSD,AMD Radeon RX 6800,15.6,3840x2160,8.8,2.07,Windows,3381.1
Apple,AMD Ryzen 9,64,512GB SSD,AMD Radeon RX 6800,17.3,2560x1440,8.6,2.41,macOS,7992.77
HP,AMD Ryzen 7,64,1TB SSD,Nvidia RTX 3080,15.6,3840x2160,11.6,3.15,Windows,5469.88
Lenovo,Intel i5,16,256GB SSD,Nvidia RTX 2060,13.3,2560x1440,9.6,3.46,Windows,1386.33
Apple,AMD Ryzen 5,64,1TB SSD,AMD Radeon RX 6600,16.0,1920x1080,10.8,1.76,FreeDOS,3808.33
MSI,Intel i7,16,512GB SSD,Integrated,17.3,1920x1080,7.5,3.4,FreeDOS,1358.71
MSI,AMD Ryzen 3,8,256GB SSD,Nvidia RTX 3060,13.3,1366x768,6.9,1.2,macOS,944.48
Samsung,Intel i5,8,2TB SSD,AMD Radeon RX 6600,13.3,1920x1080,4.3,2.64,FreeDOS,1001.22
MSI,Intel i3,8,256GB SSD,Nvidia RTX 3060,15.6,1920x1080,10.9,1.87,macOS,1339.91
Samsung,AMD Ryzen 9,32,1TB HDD,AMD Radeon RX 6600,17.3,2560x1440,9.2,2.25,FreeDOS,2904.29
Acer,Intel i3,32,1TB HDD,AMD Radeon RX 6800,13.3,1920x1080,5.8,2.82,Linux,1060.47
Samsung,AMD Ryzen 9,8,1TB HDD,Nvidia RTX 3080,14.0,2560x1440,10.8,1.72,macOS,1739.68
Lenovo,Intel i3,16,512GB SSD,AMD Radeon RX 6800,13.3,3840x2160,10.9,2.49,Linux,1760.31
Microsoft,AMD Ryzen 9,32,1TB SSD,Nvidia GTX 1650,14.0,1920x1080,7.4,2.1,Linux,2506.98
HP,AMD Ryzen 3,16,2TB SSD,Nvidia RTX 2060,15.6,3840x2160,11.8,1.44,Windows,1926.34
Apple,Intel i3,16,2TB SSD,Nvidia GTX 1650,15.6,2560x1440,6.3,2.23,FreeDOS,1913.0
Dell,AMD Ryzen 9,64,1TB HDD,AMD Radeon RX 6600,15.6,1366x768,6.5,3.22,Windows,3093.52
Razer,AMD Ryzen 5,16,1TB SSD,Nvidia RTX 2060,13.3,1920x1080,11.4,1.34,macOS,1705.26
Razer,AMD Ryzen 5,64,512GB SSD,AMD Radeon RX 6800,16.0,3840x2160,11.5,1.68,Linux,5978.62
Lenovo,AMD Ryzen 5,16,512GB SSD,AMD Radeon RX 6800,13.3,3840x2160,7.2,3.24,Linux,2088.07
Microsoft,Intel i9,32,2TB SSD,Integrated,17.3,1366x768,8.8,1.61,FreeDOS,1630.22
Acer,AMD Ryzen 9,16,512GB SSD,Nvidia GTX 1650,14.0,1920x1080,9.4,2.36,macOS,2108.29
HP,AMD Ryzen 9,32,2TB SSD,AMD Radeon RX 6800,13.3,1920x1080,10.7,1.67,macOS,2528.7
Apple,AMD Ryzen 3,4,256GB SSD,Nvidia RTX 3060,15.6,3840x2160,6.1,1.56,Linux,2081.9
HP,AMD Ryzen 7,4,2TB SSD,Nvidia RTX 2060,14.0,1366x768,4.8,1.44,Windows,892.05
Lenovo,Intel i5,32,256GB SSD,Nvidia RTX 2060,17.3,2560x1440,11.4,2.68,Linux,2086.1
Samsung,AMD Ryzen 5,32,1TB HDD,Integrated,15.6,3840x2160,10.0,2.69,FreeDOS,1499.2
Asus,AMD Ryzen 3,64,1TB SSD,Nvidia RTX 3060,14.0,1366x768,4.2,1.56,Windows,1539.21
HP,AMD Ryzen 9,16,512GB SSD,Nvidia RTX 2060,15.6,3840x2160,10.3,1.62,Linux,3652.48
Lenovo,AMD Ryzen 7,64,1TB HDD,Integrated,13.3,1366x768,4.1,1.6,Linux,1427.34
MSI,Intel i9,32,1TB SSD,AMD Radeon RX 6600,14.0,2560x1440,10.6,2.49,FreeDOS,4164.78
Razer,AMD Ryzen 3,4,1TB SSD,AMD Radeon RX 6800,13.3,1366x768,5.8,3.24,Windows,807.73
Dell,AMD Ryzen 3,32,1TB SSD,Nvidia RTX 3080,17.3,1366x768,4.2,1.66,Linux,1209.81
Acer,AMD Ryzen 9,32,2TB SSD,Nvidia GTX 1650,15.6,1366x768,4.1,3.12,FreeDOS,2473.94
Samsung,AMD Ryzen 7,8,1TB HDD,Nvidia RTX 2060,17.3,3840x2160,12.0,2.58,Linux,1777.43
Lenovo,Intel i3,16,1TB SSD,Nvidia RTX 3080,16.0,1366x768,8.7,1.26,Linux,836.21
MSI,Intel i9,32,512GB SSD,Nvidia RTX 3080,17.3,3840x2160,8.5,2.86,FreeDOS,6324.06
HP,Intel i7,64,512GB SSD,Nvidia RTX 3080,15.6,1920x1080,7.2,1.77,Windows,3232.52
Razer,AMD Ryzen 9,16,1TB SSD,Nvidia RTX 2060,13.3,1920x1080,10.2,3.45,macOS,2840.11
MSI,AMD Ryzen 5,32,512GB SSD,AMD Radeon RX 6600,14.0,3840x2160,4.2,2.34,macOS,3364.1
Razer,AMD Ryzen 3,16,256GB SSD,Nvidia GTX 1650,17.3,2560x1440,8.3,1.84,Windows,1916.35
MSI,Intel i3,64,2TB SSD,Nvidia GTX 1650,17.3,1366x768,10.1,1.31,Linux,2241.1
Microsoft,Intel i3,8,256GB SSD,Integrated,16.0,3840x2160,7.5,3.19,macOS,986.53
Asus,AMD Ryzen 5,4,1TB HDD,Nvidia GTX 1650,13.3,2560x1440,8.4,2.62,macOS,845.86
Dell,Intel i9,32,1TB HDD,Nvidia RTX 2060,17.3,3840x2160,5.9,2.48,FreeDOS,4159.2
Apple,Intel i7,16,1TB SSD,Integrated,15.6,3840x2160,10.2,2.76,macOS,2584.05
Apple,Intel i7,32,512GB SSD,Nvidia GTX 1650,17.3,1366x768,9.8,2.02,Linux,2624.87
Apple,Intel i3,16,1TB HDD,Nvidia RTX 3060,16.0,2560x1440,9.1,3.01,Linux,1579.9
Lenovo,Intel i9,32,512GB SSD,Nvidia RTX 2060,14.0,1366x768,10.5,3.04,macOS,2151.65
Lenovo,AMD Ryzen 5,16,1TB HDD,Nvidia RTX 3080,13.3,1920x1080,11.7,2.62,Windows,1127.8
Asus,AMD Ryzen 9,64,2TB SSD,Integrated,15.6,1920x1080,5.6,3.4,macOS,2876.12
Lenovo,AMD Ryzen 7,4,2TB SSD,Nvidia GTX 1650,17.3,1920x1080,11.2,1.86,Linux,1252.87
Apple,AMD Ryzen 7,4,512GB SSD,Nvidia RTX 3060,15.6,3840x2160,7.2,2.26,macOS,3018.8
Samsung,Intel i5,8,256GB SSD,AMD Radeon RX 6800,16.0,2560x1440,7.8,3.42,Linux,1241.61
Microsoft,Intel i3,4,512GB SSD,Nvidia RTX 3080,14.0,2560x1440,10.9,2.61,Windows,1037.63
MSI,Intel i9,32,1TB SSD,Nvidia RTX 2060,16.0,1920x1080,6.7,1.45,Linux,3689.85
Acer,Intel i9,64,1TB HDD,AMD Radeon RX 6800,15.6,1366x768,11.6,3.43,Linux,3129.4
Dell,Intel i3,16,1TB SSD,Nvidia RTX 2060,13.3,1366x768,7.1,3.21,macOS,710.76
Razer,AMD Ryzen 5,32,1TB SSD,Nvidia RTX 2060,14.0,1366x768,11.0,3.2,FreeDOS,1885.31
Apple,Intel i9,16,256GB SSD,AMD Radeon RX 6800,16.0,1366x768,9.1,3.2,macOS,2782.56
Acer,AMD Ryzen 9,8,2TB SSD,Integrated,17.3,1920x1080,4.5,1.86,Windows,1380.83
Acer,AMD Ryzen 9,4,256GB SSD,Nvidia GTX 1650,13.3,1920x1080,6.1,2.84,macOS,1427.61
HP,AMD Ryzen 7,64,256GB SSD,Nvidia RTX 3060,14.0,2560x1440,6.7,1.79,macOS,3713.82
Dell,Intel i3,4,1TB SSD,Integrated,15.6,3840x2160,11.3,2.5,Windows,795.28
Acer,AMD Ryzen 3,4,512GB SSD,AMD Radeon RX 6800,13.3,3840x2160,8.8,1.6,macOS,1347.33
Acer,Intel i7,8,1TB HDD,AMD Radeon RX 6600,17.3,3840x2160,6.6,2.99,Linux,1859.76
Apple,AMD Ryzen 5,8,512GB SSD,Nvidia RTX 3060,15.6,1920x1080,4.9,2.47,Linux,1593.8
Dell,Intel i3,4,1TB SSD,Nvidia RTX 3080,16.0,3840x2160,12.0,3.43,FreeDOS,1361.36
Apple,AMD Ryzen 5,16,256GB SSD,Nvidia RTX 3080,13.3,1366x768,8.6,2.54,Windows,1480.13
Apple,Intel i5,64,1TB HDD,Nvidia RTX 3080,13.3,1920x1080,6.1,2.08,FreeDOS,3107.06
Dell,Intel i7,32,1TB SSD,Nvidia RTX 3060,17.3,1366x768,8.4,2.74,macOS,1851.07
Acer,AMD Ryzen 7,32,1TB HDD,Nvidia GTX 1650,17.3,1920x1080,9.4,2.12,macOS,1704.24
Acer,Intel i3,32,256GB SSD,Nvidia RTX 3080,16.0,1366x768,9.8,2.48,Windows,1215.8
HP,AMD Ryzen 9,4,1TB SSD,AMD Radeon RX 6600,17.3,3840x2160,7.6,2.16,FreeDOS,2742.95
Lenovo,Intel i3,4,2TB SSD,AMD Radeon RX 6800,16.0,1920x1080,9.5,2.47,Windows,918.66
Lenovo,AMD Ryzen 7,16,1TB SSD,Nvidia RTX 3060,16.0,3840x2160,7.7,1.29,macOS,2603.54
Samsung,Intel i3,64,512GB SSD,AMD Radeon RX 6800,16.0,2560x1440,7.0,3.13,macOS,2642.39
Microsoft,AMD Ryzen 9,16,1TB SSD,Nvidia GTX 1650,14.0,2560x1440,9.0,2.85,FreeDOS,2589.43
Lenovo,AMD Ryzen 7,4,1TB SSD,Nvidia GTX 1650,17.3,1366x768,8.3,1.33,FreeDOS,1190.03
Acer,Intel i9,4,1TB SSD,Nvidia RTX 2060,13.3,3840x2160,10.6,2.4,macOS,2522.94
MSI,AMD Ryzen 7,4,512GB SSD,Nvidia RTX 3080,13.3,3840x2160,6.1,1.21,FreeDOS,2499.41
Lenovo,AMD Ryzen 7,32,512GB SSD,Nvidia RTX 2060,15.6,1920x1080,7.2,1.38,Linux,2195.53
Asus,Intel i3,64,1TB SSD,AMD Radeon RX 6600,16.0,2560x1440,8.9,1.98,Linux,2740.82
Acer,AMD Ryzen 7,64,512GB SSD,AMD Radeon RX 6800,16.0,1920x1080,8.2,1.6,macOS,3108.04
Asus,Intel i5,4,2TB SSD,Nvidia RTX 3080,14.0,1920x1080,9.3,3.31,Windows,935.69
Razer,AMD Ryzen 7,4,2TB SSD,Nvidia GTX 1650,13.3,1920x1080,6.3,3.33,Linux,1621.35
Lenovo,AMD Ryzen 5,8,256GB SSD,Nvidia RTX 2060,17.3,2560x1440,10.1,2.98,Windows,1244.62
Dell,AMD Ryzen 3,16,1TB SSD,Nvidia RTX 3080,15.6,3840x2160,10.1,2.66,Linux,1837.18
HP,Intel i5,32,1TB SSD,Nvidia RTX 3060,14.0,1366x768,11.3,2.54,Linux,1376.29
Razer,Intel i5,16,1TB SSD,Nvidia RTX 2060,15.6,3840x2160,8.8,3.22,Linux,3107.77
Lenovo,Intel i9,32,2TB SSD,AMD Radeon RX 6800,13.3,1366x768,4.1,1.96,Linux,2069.99
Dell,Intel i3,64,256GB SSD,Integrated,14.0,2560x1440,6.2,3.02,macOS,1567.35
MSI,AMD Ryzen 9,32,2TB SSD,AMD Radeon RX 6600,15.6,1920x1080,7.4,1.77,macOS,3679.49
MSI,Intel i7,64,1TB HDD,Nvidia GTX 1650,17.3,1366x768,10.7,2.45,FreeDOS,3062.89
Samsung,Intel i9,32,1TB SSD,AMD Radeon RX 6800,17.3,3840x2160,8.4,3.43,FreeDOS,4845.65
HP,Intel i3,64,2TB SSD,Nvidia RTX 3080,13.3,1920x1080,7.7,3.26,Linux,1938.13
Razer,Intel i7,32,1TB HDD,Nvidia RTX 3080,16.0,1920x1080,11.3,2.28,macOS,2502.89
HP,AMD Ryzen 9,4,256GB SSD,Nvidia GTX 1650,15.6,3840x2160,8.1,1.2,macOS,2837.45
Samsung,AMD Ryzen 9,32,2TB SSD,Nvidia GTX 1650,16.0,3840x2160,7.1,2.75,Linux,4841.63
MSI,Intel i5,4,1TB HDD,Integrated,13.3,3840x2160,7.0,2.59,macOS,1223.79
Samsung,AMD Ryzen 9,16,2TB SSD,Nvidia GTX 1650,15.6,1920x1080,5.2,3.06,macOS,2057.99
Razer,Intel i9,64,512GB SSD,Nvidia RTX 3060,14.0,2560x1440,10.7,1.94,FreeDOS,6984.42
Asus,Intel i5,4,1TB SSD,Nvidia RTX 2060,13.3,1366x768,6.7,3.36,FreeDOS,653.17
Lenovo,Intel i9,4,256GB SSD,Nvidia RTX 2060,17.3,3840x2160,4.3,1.29,Linux,2628.84
Microsoft,AMD Ryzen 7,4,1TB SSD,Integrated,17.3,2560x1440,7.3,2.04,macOS,1096.49
Razer,Intel i3,16,256GB SSD,Nvidia RTX 3080,17.3,1366x768,7.0,3.18,FreeDOS,1152.34
Samsung,Intel i7,32,256GB SSD,AMD Radeon RX 6800,14.0,3840x2160,6.7,1.81,FreeDOS,3316.39
MSI,Intel i9,16,1TB HDD,Nvidia RTX 2060,16.0,1920x1080,9.6,2.06,Windows,2510.72
Dell,Intel i3,4,256GB SSD,Nvidia RTX 3060,13.3,1920x1080,9.5,3.29,Linux,678.94
Razer,Intel i3,64,512GB SSD,Integrated,13.3,1366x768,6.3,3.22,FreeDOS,1587.25
Apple,Intel i5,8,512GB SSD,Nvidia RTX 3080,17.3,1920x1080,4.5,2.5,macOS,1580.26
HP,Intel i9,8,1TB SSD,Nvidia GTX 1650,17.3,1920x1080,4.4,2.08,FreeDOS,1826.33
MSI,Intel i9,16,1TB HDD,Nvidia GTX 1650,15.6,3840x2160,9.1,1.7,Linux,4024.73
Acer,AMD Ryzen 3,4,1TB SSD,Nvidia RTX 3080,15.6,1366x768,4.4,2.22,FreeDOS,867.34
Samsung,AMD Ryzen 7,16,1TB HDD,AMD Radeon RX 6800,17.3,1920x1080,4.5,3.1,macOS,1447.77
Acer,Intel i7,8,1TB HDD,Nvidia GTX 1650,17.3,1920x1080,8.5,2.24,FreeDOS,1229.28
Razer,AMD Ryzen 9,8,512GB SSD,Integrated,15.6,1366x768,11.6,2.65,Linux,1540.81
Apple,AMD Ryzen 3,8,1TB SSD,Nvidia RTX 3080,15.6,1366x768,8.6,1.9,Linux,1275.98
Lenovo,AMD Ryzen 9,32,1TB SSD,Integrated,15.6,3840x2160,10.3,3.4,macOS,3106.79
MSI,Intel i5,64,512GB SSD,Nvidia RTX 2060,16.0,2560x1440,5.3,2.42,FreeDOS,4104.64
Dell,AMD Ryzen 7,16,1TB HDD,AMD Radeon RX 6800,14.0,3840x2160,5.4,2.02,Windows,2135.0
MSI,Intel i9,64,1TB SSD,AMD Radeon RX 6800,14.0,1366x768,11.8,1.97,Linux,4259.1
Dell,Intel i7,16,512GB SSD,Nvidia GTX 1650,17.3,1366x768,9.9,3.04,Linux,1382.35
Lenovo,AMD Ryzen 5,32,2TB SSD,Nvidia RTX 3060,13.3,1366x768,11.7,2.51,macOS,1255.27
MSI,Intel i7,32,1TB SSD,Nvidia GTX 1650,16.0,2560x1440,5.2,2.98,macOS,3584.12
MSI,AMD Ryzen 5,64,512GB SSD,Nvidia RTX 3080,15.6,3840x2160,8.3,1.75,FreeDOS,5573.07
Acer,AMD Ryzen 9,8,2TB SSD,Nvidia RTX 3080,15.6,1920x1080,11.3,1.89,Linux,1696.97
Dell,AMD Ryzen 7,8,2TB SSD,Nvidia RTX 3080,17.3,3840x2160,10.2,1.98,FreeDOS,2229.17
Dell,AMD Ryzen 7,16,512GB SSD,AMD Radeon RX 6600,13.3,1366x768,10.3,2.65,FreeDOS,1268.62
Apple,Intel i7,32,1TB SSD,AMD Radeon RX 6600,13.3,1920x1080,4.7,1.66,macOS,2864.25
MSI,Intel i7,4,2TB SSD,Nvidia RTX 3060,17.3,2560x1440,7.5,2.84,macOS,1908.28
Asus,AMD Ryzen 5,64,1TB SSD,Nvidia RTX 2060,14.0,1920x1080,9.2,2.83,Linux,2280.3
Microsoft,AMD Ryzen 9,8,256GB SSD,Integrated,17.3,1920x1080,9.1,3.06,FreeDOS,1141.72
Asus,Intel i5,8,1TB HDD,AMD Radeon RX 6800,14.0,1920x1080,8.0,1.79,macOS,907.42
Razer,AMD Ryzen 9,8,256GB SSD,Nvidia RTX 2060,14.0,1920x1080,11.4,2.72,Windows,2258.13
Microsoft,AMD Ryzen 9,4,2TB SSD,Nvidia RTX 3060,14.0,1920x1080,8.2,2.18,FreeDOS,1381.06
Dell,AMD Ryzen 5,64,512GB SSD,AMD Radeon RX 6800,14.0,1920x1080,9.2,1.47,Windows,2460.07
Asus,Intel i7,16,1TB SSD,Nvidia RTX 3060,15.6,2560x1440,9.8,3.14,Linux,1933.61
Dell,Intel i3,4,512GB SSD,AMD Radeon RX 6600,13.3,1366x768,11.0,2.98,macOS,706.56
Acer,AMD Ryzen 3,4,256GB SSD,Integrated,14.0,1920x1080,7.7,3.47,macOS,616.91
HP,AMD Ryzen 9,4,1TB HDD,AMD Radeon RX 6800,14.0,1920x1080,9.6,3.02,FreeDOS,1339.36
Dell,Intel i9,8,1TB SSD,Nvidia RTX 2060,17.3,2560x1440,8.2,1.82,Linux,2130.63
Samsung,AMD Ryzen 9,32,2TB SSD,AMD Radeon RX 6600,13.3,3840x2160,6.6,1.45,FreeDOS,4476.47
Dell,AMD Ryzen 3,8,1TB HDD,AMD Radeon RX 6600,16.0,1920x1080,9.1,2.75,Linux,827.27
Dell,AMD Ryzen 9,32,2TB SSD,AMD Radeon RX 6600,14.0,1920x1080,7.3,3.21,Linux,2517.87
Asus,Intel i7,16,2TB SSD,Integrated,13.3,1920x1080,7.4,1.45,Windows,1097.72
Razer,Intel i7,32,512GB SSD,Nvidia RTX 3060,15.6,1920x1080,6.3,2.74,Linux,3042.64
Asus,Intel i9,8,1TB SSD,Nvidia RTX 3080,16.0,3840x2160,9.7,1.53,Windows,3086.74
Dell,Intel i9,32,2TB SSD,Nvidia GTX 1650,15.6,1366x768,8.4,2.96,macOS,2448.59
Lenovo,AMD Ryzen 9,16,1TB HDD,AMD Radeon RX 6600,15.6,2560x1440,10.7,2.55,Linux,2199.96
Microsoft,Intel i5,32,1TB SSD,Nvidia GTX 1650,15.6,2560x1440,4.2,2.72,FreeDOS,2182.99
Lenovo,AMD Ryzen 3,32,1TB HDD,AMD Radeon RX 6800,17.3,2560x1440,6.1,2.63,macOS,1452.04
Samsung,Intel i7,16,512GB SSD,Nvidia GTX 1650,14.0,3840x2160,4.4,3.22,FreeDOS,2435.5
Samsung,AMD Ryzen 9,32,512GB SSD,AMD Radeon RX 6600,14.0,2560x1440,9.0,2.21,Linux,3287.73
Acer,AMD Ryzen 7,8,2TB SSD,Nvidia RTX 3060,15.6,1366x768,8.5,1.94,FreeDOS,1254.76
Lenovo,Intel i9,64,1TB HDD,Nvidia RTX 3080,13.3,2560x1440,8.9,2.85,macOS,4153.59
Razer,Intel i9,64,256GB SSD,Nvidia RTX 2060,16.0,2560x1440,9.5,1.79,FreeDOS,7486.39
MSI,AMD Ryzen 7,4,1TB HDD,AMD Radeon RX 6600,17.3,1920x1080,6.5,1.35,Windows,1312.82
Samsung,Intel i3,4,512GB SSD,Nvidia RTX 3060,14.0,1366x768,6.7,1.61,FreeDOS,654.83
Dell,AMD Ryzen 3,4,512GB SSD,Nvidia RTX 2060,16.0,2560x1440,6.3,3.01,Linux,1122.96
